Policy Name,Confidence Score
The --bind-address argument is not set to 127.0.0.1,75
The --cert-file and --key-file arguments are not set appropriately,73
The --client-ca-file argument for API Servers is not set appropriately,76
The --client-cert-auth argument is not set to True,75
The --etcd-cafile argument is not set appropriately,70
The --etcd-certfile and --etcd-keyfile arguments are not set appropriately,72
The --event-qps argument is not set to a level that ensures appropriate event capture,74
The --hostname-override argument is set,70
The --insecure-bind-address argument is set,69
The --insecure-port argument is not set to 0,75
The --kubelet-certificate-authority argument is not set appropriately,69
The --kubelet-client-certificate and --kubelet-client-key arguments are not set appropriately,71
The --kubelet-https argument is not set to True,73
The --make-iptables-util-chains argument is not set to True,76
The --peer-cert-file and --peer-key-file arguments are not set appropriately,73
The --peer-client-cert-auth argument is not set to True,74
The --profiling argument for controller managers is not set to False,77
The --profiling argument is not set to False for scheduler,78
The --profiling argument is not set to false for API server,78
The --protect-kernel-defaults argument is not set to True,76
The --read-only-port argument is not set to 0,74
The --request-timeout argument is not set appropriately,72
The --root-ca-file argument for controller managers is not set appropriately,75
The --rotate-certificates argument is set to false,74
The --secure-port argument is set to 0,76
The --service-account-key-file argument is not set appropriately,72
The --service-account-lookup argument is not set to true,76
The --service-account-private-key-file argument for controller managers is not set appropriately,76
The --streaming-connection-idle-timeout argument is set to 0,75
The --terminated-pod-gc-threshold argument for controller managers is not set appropriately,74
The --tls-cert-file and --tls-private-key-file arguments for API server are not set appropriately,76
The --tls-cert-file and --tls-private-key-file arguments for Kubelet are not set appropriately,74
The --token-auth-file argument is Set,70
The --use-service-account-credentials argument for controller managers is not set to True,77
The API server does not make use of strong cryptographic ciphers,74
The AWS Managed IAMFullAccess IAM policy should not be used,72
The Connect Instance S3 Storage Configuration utilizes Customer Managed Key.,69
The DMS S3 does not use a Customer Managed Key (CMK),69
The GKE metadata server is disabled,73
The RotateKubeletServerCertificate argument for controller managers is not set to True,78
The admission control plugin AlwaysAdmit is set,71
The admission control plugin AlwaysPullImages is not set,71
The admission control plugin EventRateLimit is not set,71
The admission control plugin NamespaceLifecycle is not set,71
The admission control plugin NodeRestriction is not set,71
The admission control plugin PodSecurityPolicy is not set,72
The admission control plugin SecurityContextDeny is set if PodSecurityPolicy is used,70
The admission control plugin ServiceAccount is not set,72
The client exceeded the rate limitation threshold for HTTP requests.,72
The function Class.forName() returns a class object with the argument name. This allows users to change the logic of the application in a dangerous way.,70
The global security scope is not defined in the securityDefinitions,77
The path scheme is supports unencrypted HTTP connections,71
There are not only GCP-managed service account keys for each service account,74
Third-Party Service Account with High Privileges at the Folder or Organization Level,71
Third-party Service Account With Lateral Movement Through CloudFormation Stack Creation,70
Third-party service account can assume a service account with high privileges,67
Third-party service account with a Lateral Movement Through Lambda Edit,69
Third-party service account with a Lateral Movement to Data Services Through Redshift Cluster Creation,72
"This package use a non-SPDX, unrecognized, or private open-source license",68
Throttling is not enabled in GitLab,68
Tiller (Helm V2) deployment is accessible from within the cluster,72
Tiller (Helm V2) is deployed,70
Tiller (Helm v2) service is not deleted,67
Timestream database is not encrypted with KMS CMK,69
Traced Azure resources are manually modified,74
Traced GCP resources are manually modified,73
Traffic from a suspicious IP address associated with Backdoor activity,69
Traffic from a suspicious IP address associated with Botnet activity,68
Traffic from a suspicious IP address associated with Cryptominer activity,68
Traffic from a suspicious IP address associated with DDoS activity,66
Traffic from a suspicious IP address associated with Downloader activity,68
Traffic from a suspicious IP address associated with Dropper activity,68
Traffic from a suspicious IP address associated with Exploit Kit activity,69
Traffic from a suspicious IP address associated with File Infector activity,67
Traffic from a suspicious IP address associated with Hacking Tool activity,69
Traffic from a suspicious IP address associated with InfoStealer activity,68
Traffic from a suspicious IP address associated with Linux Malware activity,70
Traffic from a suspicious IP address associated with Loader activity,68
Traffic from a suspicious IP address associated with Ransomware activity,68
Traffic from a suspicious IP address associated with Remote Access Trojan activity,68
Traffic from a suspicious IP address associated with Rootkit activity,68
Traffic from a suspicious IP address associated with Webshell activity,68
Traffic from a suspicious IP address associated with Wiper activity,68
Traffic from a suspicious IP address associated with Worm activity,68
Traffic on unusual port to a server inside monitored cloud accounts,68
Traffic on unusual port to a server outside monitored cloud accounts,67
Traffic to a suspicious IP address associated with Backdoor activity,68
Traffic to a suspicious IP address associated with Botnet activity,67
Traffic to a suspicious IP address associated with Cryptominer activity,68
Traffic to a suspicious IP address associated with DDoS activity,64
Traffic to a suspicious IP address associated with Downloader activity,68
Traffic to a suspicious IP address associated with Dropper activity,69
Traffic to a suspicious IP address associated with Exploit Kit activity,69
Traffic to a suspicious IP address associated with File Infector activity,67
Traffic to a suspicious IP address associated with Hacking Tool activity,68
Traffic to a suspicious IP address associated with InfoStealer activity,68
Traffic to a suspicious IP address associated with Linux Malware activity,68
Traffic to a suspicious IP address associated with Loader activity,70
Traffic to a suspicious IP address associated with Ransomware activity,67
Traffic to a suspicious IP address associated with Remote Access Trojan activity,68
Traffic to a suspicious IP address associated with Rootkit activity,69
Traffic to a suspicious IP address associated with Webshell activity,68
Traffic to a suspicious IP address associated with Wiper activity,69
Traffic to a suspicious IP address associated with Worm activity,68
Traffic with unusual protocol to a server inside monitored cloud accounts,69
Traffic with unusual protocol to a server outside monitored cloud accounts,68
Transfer server does not force secure protocols.,70
Travis Personal Token detected in code,67
Twilio Access Key detected in code,69
Typeform API Token detected in code,68
Typeform Personal Access Token detected in code,72
URL redirection to untrusted site,69
Unattached disks are not encrypted,69
Unauthorized Resource Creation risk due to a publicly exposed and vulnerable GCP Cloud Function with risky Deployment Manager permissions,72
Unauthorized Resource Creation risk due to a publicly exposed and vulnerable GCP VM instance with risky Deployment Manager permissions,71
Unauthorized access and abuse of a vulnerable AWS Lambda function that is accessible through resource based policies,73
Unauthorized access or account actions risk due to AWS EC2 instance with unusual usage of instance role credentials and sensitive IAM 'write' permissions,73
Unauthorized access or account actions risk due to a publicly exposed and vulnerable AWS EC2 instance with sensitive IAM 'write' permissions,72
Unauthorized access or account actions risk due to publicly exposed admin ports on AWS EC2 instance with sensitive IAM 'write' permissions,69
Unauthorized access risk due to AWS EC2 instance with unusual usage of instance role credentials and risky Secrets Manager permissions,73
Unauthorized access risk due to a publicly exposed and unauthenticated AWS Lambda function with wildcard IAM resource access permissions,72
Unauthorized access risk due to a publicly exposed and unauthenticated Azure Function App with wildcard IAM resource access permissions,72
Unauthorized access risk due to a publicly exposed and vulnerable AWS EC2 instance,73
Unauthorized access risk due to a publicly exposed and vulnerable Azure Function,71
Unauthorized access risk due to a publicly exposed and vulnerable Azure Virtual Machine,72
Unauthorized access risk due to a publicly exposed and vulnerable EC2 instance with risky Secrets Manager permissions,72
Unauthorized access risk due to a publicly exposed and vulnerable GCP Cloud Function,74
Unauthorized access risk due to a publicly exposed and vulnerable GCP VM instance,69
Unauthorized access risk due to publicly exposed AWS EKS K8s service associated with vulnerable container image,71
Unauthorized access risk due to publicly exposed Azure AKS K8s service associated with vulnerable container image,70
Unauthorized access risk due to publicly exposed GCP GKE K8s service associated with vulnerable container image,71
Unauthorized access risk due to publicly exposed admin ports on AWS EC2 instance with secrets Manager permissions,70
Unauthorized access risk due to publicly exposed admin ports on Azure Virtual Machine with Key Vault management access,70
"Unauthorized access risk due to publicly exposed, overly permissive ingress and vulnerable GCP Cloud Function",73
Unauthorized account access risk through a publicly exposed AWS Lambda function with no authentication and excessive IAM permissions,72
Unauthorized changes risk to an entire AWS organization's resources and settings due to AWS EC2 instance with unusual usage of instance role credentials and ORG level 'write' permissions,70
Unauthorized changes risk to an entire AWS organization's resources and settings due to a publicly exposed AWS EC2 instance with ORG level 'write' permissions,69
Unauthorized changes risk to an entire AWS organization's resources and settings due to a publicly exposed admin ports on AWS EC2 instance with ORG level 'write' permissions,68
Unauthorized critical database service modifications risk due to a publicly exposed and vulnerable AWS EC2 instance with database management 'write' permissions,72
Unauthorized critical database service modifications risk due to a publicly exposed and vulnerable Azure Virtual Machine with database management 'write' permissions,71
